DC,LAZY CODE,Date,value
Atlanta,D6ENSMR,9/8/2021,64.66666667
Atlanta,D6SWEST,9/8/2021,62.66666667
Atlanta,D1214SW,9/8/2021,77
Atlanta,D14DSLW,9/8/2021,31.66666667
Atlanta,D128SHD,9/8/2021,125.3333333
Atlanta,KRSLW16,9/8/2021,123
Atlanta,KRHRT10,9/8/2021,155
Atlanta,KRAMR12,9/8/2021,159
Atlanta,KRPRM10,9/8/2021,191
Atlanta,KRGRD12,9/8/2021,159.3333333
Atlanta,KRFLDG8,9/8/2021,157.6666667
Atlanta,KRGRD24,9/8/2021,116.6666667
Atlanta,KRITL10,9/8/2021,114.3333333
Atlanta,KRROM10,9/8/2021,123.3333333
Atlanta,KRVEG12,9/8/2021,77.33333333
Atlanta,KRSPN10,9/8/2021,112
Atlanta,KRSPR10,9/8/2021,107
Atlanta,KRSHDGL,9/8/2021,156
Atlanta,KR6SM5,9/8/2021,114.3333333
Atlanta,KR65050,9/8/2021,89.33333333
Atlanta,KR6SP6,9/8/2021,171.6666667
Atlanta,KRSHRD8,9/8/2021,468.8
Atlanta,KROSP5,9/8/2021,707.2
Atlanta,KROSP16,9/8/2021,389.6
Atlanta,KROSM5,9/8/2021,390.8
Atlanta,KROSM16,9/8/2021,244
Atlanta,KROROM,9/8/2021,120
